@relation Position_Tracking_test

@attribute velo NUMERIC
@attribute velo2 NUMERIC
@attribute acc NUMERIC
@attribute grav NUMERIC
@attribute Position {up_sharp,up,keep,down,down_sharp}

@data
-4.0,-0.48,-1.09,9.79,keep
-4.51,-0.51,-1.15,9.79,up
-5.03,-0.53,-1.18,9.79,keep
-5.57,-0.54,-1.21,9.79,keep
-6.12,-0.55,-1.23,9.8,up
-6.67,-0.56,-1.27,9.8,keep
-7.23,-0.56,-1.25,9.8,keep
-7.8,-0.56,-1.28,9.8,up
-8.35,-0.55,-1.25,9.8,keep
-8.93,-0.58,-1.3,9.8,up
-9.51,-0.58,-1.32,9.8,keep
-10.11,-0.6,-1.36,9.8,up
-10.69,-0.57,-1.29,9.8,keep
-11.22,-0.54,-1.2,9.8,up
-11.79,-0.57,-1.28,9.8,keep
-12.3,-0.51,-1.15,9.8,up
-12.85,-0.55,-1.23,9.8,up
-13.36,-0.52,-1.16,9.8,keep
-13.85,-0.48,-1.1,9.8,keep
-14.33,-0.48,-1.07,9.8,keep
-14.77,-0.44,-0.99,9.8,keep
-15.21,-0.44,-1.0,9.8,keep
-15.61,-0.4,-0.9,9.8,keep
-15.98,-0.37,-0.84,9.8,keep
-16.34,-0.35,-0.8,9.8,keep
-16.69,-0.35,-0.79,9.8,keep
-17.0,-0.31,-0.71,9.8,keep
-17.32,-0.32,-0.73,9.8,keep
-17.6,-0.27,-0.62,9.8,keep
-17.85,-0.25,-0.56,9.8,keep
-18.12,-0.27,-0.61,9.8,keep
-18.39,-0.27,-0.61,9.8,keep
-18.65,-0.26,-0.6,9.8,keep
-18.91,-0.26,-0.58,9.8,keep
-19.14,-0.24,-0.54,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,down
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-19.14,0.0,0.0,9.8,keep
-18.92,0.23,0.51,9.8,keep
-18.67,0.24,0.55,9.8,keep
-18.37,0.31,0.7,9.8,keep
-18.02,0.35,0.77,9.79,keep
-17.64,0.38,0.86,9.79,keep
-17.23,0.41,0.91,9.79,keep
-16.8,0.43,0.98,9.79,keep
-16.31,0.49,1.09,9.79,keep
-15.79,0.52,1.18,9.79,keep
-15.21,0.58,1.3,9.8,keep
-14.6,0.61,1.37,9.8,keep
-13.97,0.63,1.42,9.8,keep
-13.36,0.61,1.39,9.8,up
-12.69,0.66,1.5,9.8,up
-12.04,0.66,1.48,9.8,up
-11.36,0.67,1.53,9.8,up
-10.68,0.68,1.51,9.8,keep
-10.0,0.69,1.56,9.8,up
-9.31,0.69,1.54,9.8,up
-8.63,0.68,1.54,9.8,up_sharp
-7.93,0.7,1.58,9.8,up
-7.23,0.7,1.58,9.8,up
-6.54,0.69,1.54,9.8,down
-5.88,0.66,1.49,9.8,down
-5.2,0.68,1.53,9.8,down
-4.56,0.64,1.44,9.8,down
-3.88,0.68,1.53,9.8,down
-3.19,0.69,1.54,9.8,down
-2.5,0.69,1.58,9.8,keep
-1.79,0.71,1.59,9.8,keep
-1.07,0.72,1.63,9.8,keep
-0.4,0.67,1.52,9.8,keep
0.3,0.7,1.57,9.8,keep
0.96,0.66,1.48,9.8,keep
1.62,0.66,1.5,9.8,keep
2.26,0.63,1.42,9.8,keep
2.88,0.62,1.39,9.81,keep
3.5,0.62,1.4,9.81,keep
4.12,0.62,1.42,9.81,keep
4.72,0.6,1.34,9.81,keep
5.32,0.6,1.35,9.81,keep
5.88,0.57,1.28,9.81,keep
6.44,0.56,1.26,9.81,keep
7.0,0.56,1.25,9.81,keep
7.51,0.52,1.17,9.81,keep
8.03,0.52,1.16,9.81,keep
8.51,0.48,1.07,9.81,keep
8.95,0.44,1.0,9.81,keep
9.4,0.45,1.01,9.81,keep
9.82,0.43,0.97,9.81,keep
10.24,0.41,0.92,9.81,keep
10.59,0.35,0.8,9.81,keep
10.9,0.31,0.7,9.81,keep
11.17,0.27,0.61,9.8,keep
11.42,0.25,0.56,9.8,keep
11.66,0.24,0.54,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.8,keep
11.66,0.0,0.0,9.8,up
11.66,0.0,0.0,9.79,up
11.66,0.0,0.0,9.79,up
11.66,0.0,0.0,9.79,keep
11.66,0.0,0.0,9.79,up
11.66,0.0,0.0,9.79,keep
11.4,-0.26,-0.59,9.79,up
11.09,-0.3,-0.68,9.79,up
10.79,-0.3,-0.68,9.79,up
10.44,-0.35,-0.8,9.79,keep
10.05,-0.39,-0.87,9.79,keep
9.62,-0.43,-0.97,9.79,down
9.16,-0.46,-1.04,9.79,down
8.65,-0.51,-1.15,9.79,down
8.13,-0.52,-1.17,9.79,down
7.59,-0.54,-1.21,9.79,keep
7.12,-0.47,-1.07,9.79,keep
6.65,-0.47,-1.06,9.79,keep
6.19,-0.46,-1.05,9.79,keep
5.69,-0.5,-1.1,9.79,keep
5.2,-0.49,-1.11,9.78,keep
4.66,-0.54,-1.22,9.78,keep
4.12,-0.53,-1.22,9.78,keep
3.59,-0.53,-1.19,9.78,keep
3.06,-0.54,-1.2,9.78,keep
2.54,-0.51,-1.17,9.78,keep
2.0,-0.54,-1.21,9.78,keep
1.44,-0.56,-1.27,9.78,keep
0.84,-0.6,-1.35,9.78,keep
0.25,-0.59,-1.32,9.78,keep
-0.32,-0.57,-1.29,9.78,keep
-0.87,-0.55,-1.24,9.78,keep
-1.43,-0.56,-1.27,9.78,keep
-2.01,-0.58,-1.29,9.78,keep
-2.6,-0.59,-1.33,9.77,up
-3.18,-0.59,-1.32,9.77,up
-3.79,-0.61,-1.37,9.77,keep
-4.37,-0.58,-1.32,9.77,up
-4.95,-0.58,-1.31,9.77,up
-5.56,-0.61,-1.36,9.77,up
-6.09,-0.53,-1.2,9.77,up
-6.64,-0.55,-1.24,9.77,keep
-7.22,-0.58,-1.3,9.77,keep
-7.82,-0.6,-1.35,9.77,keep
-8.36,-0.54,-1.22,9.77,keep
-8.86,-0.5,-1.14,9.77,keep
-9.33,-0.46,-1.04,9.77,keep
-9.77,-0.44,-1.0,9.77,keep
-10.23,-0.45,-1.01,9.77,keep
-10.69,-0.46,-1.05,9.77,keep
-11.15,-0.46,-1.02,9.77,keep
-11.54,-0.39,-0.88,9.77,keep
-11.88,-0.34,-0.77,9.77,keep
-12.23,-0.35,-0.79,9.76,keep
-12.57,-0.34,-0.76,9.76,keep
-12.89,-0.33,-0.74,9.76,keep
-13.23,-0.34,-0.76,9.76,keep
-13.56,-0.33,-0.74,9.76,keep
-13.9,-0.34,-0.76,9.76,keep
-14.21,-0.32,-0.71,9.76,keep
-14.56,-0.34,-0.77,9.76,keep
-14.91,-0.36,-0.8,9.76,keep
-15.32,-0.41,-0.92,9.76,keep
-15.71,-0.39,-0.88,9.75,keep
-16.12,-0.41,-0.91,9.75,keep
-16.48,-0.36,-0.81,9.75,keep
-16.83,-0.36,-0.81,9.75,keep
-17.21,-0.38,-0.85,9.75,keep
-17.56,-0.35,-0.79,9.75,keep
-17.95,-0.38,-0.86,9.75,keep
-18.33,-0.39,-0.88,9.75,keep
-18.74,-0.41,-0.92,9.75,keep
-19.12,-0.38,-0.86,9.75,keep
-19.51,-0.39,-0.88,9.75,keep
-19.87,-0.36,-0.8,9.75,keep
-20.22,-0.35,-0.79,9.75,keep
-20.57,-0.34,-0.78,9.75,keep
-20.92,-0.35,-0.79,9.75,keep
-21.28,-0.36,-0.82,9.75,keep
-21.62,-0.34,-0.76,9.75,keep
-21.97,-0.35,-0.79,9.75,keep
-22.34,-0.37,-0.83,9.75,keep
-22.74,-0.41,-0.91,9.75,keep
-23.15,-0.41,-0.93,9.74,keep
-23.58,-0.43,-0.95,9.74,keep
-23.99,-0.41,-0.94,9.74,keep
-24.43,-0.44,-0.98,9.74,keep
-24.84,-0.41,-0.94,9.74,keep
-25.24,-0.4,-0.9,9.74,keep
-25.7,-0.45,-1.02,9.74,keep
-26.12,-0.42,-0.96,9.74,keep
-26.57,-0.45,-1.0,9.74,keep
-27.06,-0.49,-1.11,9.74,keep
-27.57,-0.51,-1.15,9.74,keep
-28.1,-0.53,-1.18,9.74,keep
-28.61,-0.51,-1.16,9.74,keep
-29.12,-0.51,-1.16,9.73,keep
-29.65,-0.53,-1.19,9.73,keep
-30.18,-0.53,-1.2,9.73,keep
-30.73,-0.54,-1.21,9.73,keep
-31.23,-0.5,-1.14,9.73,keep
-31.71,-0.49,-1.09,9.73,keep
-32.18,-0.46,-1.04,9.73,keep
-32.62,-0.44,-0.99,9.73,keep
-33.0,-0.39,-0.87,9.73,keep
-33.37,-0.37,-0.84,9.73,keep
-33.73,-0.36,-0.81,9.73,keep
-34.11,-0.37,-0.85,9.73,keep
-34.45,-0.34,-0.76,9.73,keep
-34.78,-0.33,-0.75,9.73,keep
-35.16,-0.38,-0.86,9.73,keep
-35.54,-0.38,-0.84,9.73,keep
-35.9,-0.36,-0.81,9.73,keep
-36.24,-0.35,-0.78,9.73,keep
-36.57,-0.33,-0.73,9.73,keep
-36.9,-0.33,-0.75,9.73,keep
-37.22,-0.32,-0.73,9.72,keep
-37.55,-0.33,-0.74,9.72,keep
-37.86,-0.31,-0.7,9.72,keep
-38.13,-0.27,-0.61,9.72,keep
-38.4,-0.27,-0.6,9.72,keep
-38.65,-0.25,-0.57,9.72,keep
-38.89,-0.23,-0.53,9.72,keep
-39.11,-0.22,-0.5,9.72,keep
-39.33,-0.22,-0.5,9.72,keep
-39.33,0.0,0.0,9.72,keep
-39.33,0.0,0.0,9.72,keep
-39.57,-0.24,-0.53,9.72,keep
-39.57,0.0,0.0,9.72,keep
-39.8,-0.23,-0.52,9.72,keep
-40.04,-0.25,-0.56,9.71,keep
-40.29,-0.24,-0.55,9.71,keep
-40.53,-0.24,-0.55,9.71,keep
-40.76,-0.23,-0.51,9.71,keep
-40.76,0.0,0.0,9.71,keep
-41.0,-0.24,-0.54,9.71,keep
-41.28,-0.27,-0.62,9.71,keep
-41.53,-0.26,-0.58,9.71,keep
-41.83,-0.3,-0.67,9.71,keep
-42.16,-0.32,-0.73,9.71,keep
-42.51,-0.35,-0.79,9.71,keep
-42.82,-0.31,-0.71,9.71,keep
-43.17,-0.35,-0.78,9.71,keep
-43.5,-0.33,-0.75,9.71,keep
-43.8,-0.3,-0.68,9.71,keep
-44.12,-0.32,-0.71,9.71,keep
-44.48,-0.36,-0.65,9.71,keep
-44.72,-0.24,-0.72,9.71,keep
-45.0,-0.28,-0.64,9.71,keep
-45.29,-0.28,-0.64,9.71,keep
-45.54,-0.25,-0.58,9.71,keep
-45.81,-0.27,-0.61,9.71,keep
-46.07,-0.26,-0.58,9.71,keep
-46.34,-0.27,-0.61,9.71,keep
-46.68,-0.34,-0.76,9.71,keep
-47.0,-0.32,-0.72,9.7,keep
-47.31,-0.31,-0.71,9.7,keep
-47.63,-0.32,-0.73,9.7,keep
-47.94,-0.31,-0.69,9.7,keep
-48.26,-0.32,-0.71,9.7,keep
-48.58,-0.32,-0.73,9.7,keep
-48.89,-0.31,-0.69,9.7,keep
-49.22,-0.33,-0.75,9.7,keep
-49.54,-0.31,-0.71,9.7,keep
-49.85,-0.32,-0.72,9.7,keep
-50.18,-0.33,-0.74,9.7,keep
-50.48,-0.3,-0.68,9.7,keep
-50.78,-0.3,-0.68,9.7,keep
-51.07,-0.29,-0.65,9.7,keep
-51.36,-0.29,-0.65,9.7,keep
-51.62,-0.26,-0.59,9.7,keep
-51.85,-0.23,-0.51,9.7,keep
-52.08,-0.23,-0.52,9.7,keep
-52.08,0.0,0.0,9.7,keep
-52.31,-0.24,-0.53,9.7,keep
-52.55,-0.23,-0.53,9.7,keep
-52.55,0.0,0.0,9.7,keep
-52.79,-0.24,-0.55,9.7,keep
-53.01,-0.22,-0.5,9.7,keep
-53.25,-0.24,-0.53,9.7,keep
-53.49,-0.24,-0.54,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.7,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
-53.49,0.0,0.0,9.71,keep
0.0,53.49,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
0.0,0.0,0.0,9.71,keep
